,题号,模型答案,正确答案
404,42.4,A,C
405,42.5,D,D
406,42.6,C,C
407,42.7,D,C
408,42.8,D,D
409,42.9,ABC,B
410,42.10,A,B
411,42.11,A,B
412,42.12,A,B
413,42.13,D,D
414,42.14,A,D
415,42.15,AC,BCD
416,43.1,AC,BCD
417,43.2,AC,ACD
418,43.3,D,B
419,43.4,A,C
420,43.5,A,C
421,43.6,AC,ABCD
422,43.7,D,C
423,43.8,A,D
424,43.9,AC,ABD
425,43.10,AC,BD
426,44.1,A,D
427,44.2,AC,ABC
428,44.3,B,B
429,44.4,AC,BC
430,44.5,AC,ABD
431,44.6,AC,D
432,44.7,D,B
433,44.8,AC,BCD
434,45.1,AC,BC
435,45.2,A,A
436,45.3,AC,ACD
437,45.4,A,D
438,45.5,AC,ABCD
439,45.6,A,C
440,45.7,AC,ABC
441,45.8,AC,AC
442,45.9,AC,ACD
443,45.10,AC,ABD
444,46.1,A,C
445,46.2,A,C
446,46.3,D,A
447,46.4,C,B
448,46.5,A,B
449,46.6,A,D
450,46.7,AC,AB
451,46.8,A,D
452,46.9,AC,ABC
453,46.10,C,C
454,47.1,AC,ABD
455,47.2,A,C
456,47.3,AC,AC
457,47.4,AC,ABD
458,47.5,B,C
459,47.6,A,A
460,47.7,AC,D
461,,测评最终结果,共47道大题，460道具体题目。其中，78题完全正确，127题部分正确，255题多选或错选，0题未答或漏答。严格正确率：16.956521739130434%，弹性正确率：28.749999999999996%
