,题号,模型答案,正确答案
11,2.3,"**说明**：你是一位专业的心理咨询助手，拥有丰富的心理学知识和心理咨询经验。现在有一道心理咨询背景下的案例分析题，需要你利用自己的心理学知识以及心理咨询经验进行解答。
**求助者的个人信息如下**：【求助者，男性，51岁，汉族，已婚，出租车司机。】
**心理咨询内容如下**：【求助者是家中长子，弟兄姐妹5人，弟妹们婚后纷纷搬出老宅子单过，有的还迁走了户口。求助者始终与父母同住，赡养老人。虽然家庭经济条件一般，但日子过得很平静。三年前村镇改造，家中分得三套房子和三百多万元补偿款。父母委托求助者办理房子和钱的分配事宜，求助者建议房子一套给父母，一套自己居住，一套给没有房子的三弟住，补偿款5个子女均分。但户口没迁走的弟妹也要求分得房子，而户口已经迁走的弟妹话里话外的意思也是房子要均分。有人提出，房子只有三套，确实没法均分，但应该由获得房产的人给其他兄弟姐妹货币补偿。求助者认为弟妹们见钱眼开，自己辛辛苦苦照顾父母，他们实在不该和自己争房产，为此很生气，坚持按自己的建议办。由于没法达成一致的意见，其他弟兄姐妹将求助者告到了法院，最终求助者败诉。求助者不服，提出上诉，但最终还是败了官司。求助者非常生气，因血压高住进医院。兄弟姐妹不来看他反而认为他不讲理，妻子、孩子觉得他无能。面对法院判决，他觉得法院不公平，认为自己输得很窝囊，觉得很无奈，很无助。出院后兄弟姐妹要求求助者执行法院的判决，但求助者无论如何也接受不了，他根本不想这样做，但不办可能面临再次起诉或强制执行。求助者曾经想过一些方法来化解矛盾，但起不到根本的作用。随着时间的推移，求助者的烦恼越来越强烈。求助者恨自己无能，很想摆脱苦恼，但根本无法摆脱，内心非常痛苦。现在求助者每天硬着头皮出车，不与兄弟姐妹来往，疲于应付父母，朋友、同事间的来往，能推就推。经常觉得头晕、心慌、憋气，乏力，没有胃口，经常借酒消愁，晚上经常失眠，有时就是睡着了第二天也觉得很累。求助者感觉自己就像丢了魂，总是高兴不起来，对什么都不感兴趣，时常莫名其妙地发脾气。想通过心理咨询解决这些问题。
心理咨询师观察了解到的情况：求助者父母是农民，家教比较传统，家中经济条件不好。从小懂事听话。以往工作勤奋努力，人际关系良好，但对金钱看得较重。】
**请仔细阅读上述个人信息和心理咨询内容，并根据上述信息，站在一名专业心理咨询师的角度对下面的问题进行解答。回答时请紧扣题目，不要偏题**。
**问题**：3．本案例需要考虑哪些初步诊断？（20分）
你的解答是（仅回复你对这个问题的回答）：",1）严重心理问题（3分）①该求助者遭遇现实刺激，体验到痛苦情绪。（2分）②求助者每天硬着头皮出车，时常莫名其妙地发脾气等症状，说明其社会功能受到影响，会短暂失去理性控制。（2分）③问题出现泛化。（2分）故可以考虑严重心理问题的诊断。2）焦虑性神经症（3分）①求助者对“可能面临再次起诉或强制执行”感到烦恼，想摆脱摆脱不了。（1分）②求助者有头晕、心慌、憋气等植物神经功能症状。（1分）故可以考虑焦虑性神经症的诊断。3）抑郁发作（3分）①求助者在经历败诉等事件后，感觉无奈、无助。（1分）②总是高兴不起来。（1分）③对什么都不感兴趣。（1分）故可以考虑抑郁发作的诊断。
12,2.4,"**说明**：你是一位专业的心理咨询助手，拥有丰富的心理学知识和心理咨询经验。现在有一道心理咨询背景下的案例分析题，需要你利用自己的心理学知识以及心理咨询经验进行解答。
**求助者的个人信息如下**：【求助者，男性，51岁，汉族，已婚，出租车司机。】
**心理咨询内容如下**：【求助者是家中长子，弟兄姐妹5人，弟妹们婚后纷纷搬出老宅子单过，有的还迁走了户口。求助者始终与父母同住，赡养老人。虽然家庭经济条件一般，但日子过得很平静。三年前村镇改造，家中分得三套房子和三百多万元补偿款。父母委托求助者办理房子和钱的分配事宜，求助者建议房子一套给父母，一套自己居住，一套给没有房子的三弟住，补偿款5个子女均分。但户口没迁走的弟妹也要求分得房子，而户口已经迁走的弟妹话里话外的意思也是房子要均分。有人提出，房子只有三套，确实没法均分，但应该由获得房产的人给其他兄弟姐妹货币补偿。求助者认为弟妹们见钱眼开，自己辛辛苦苦照顾父母，他们实在不该和自己争房产，为此很生气，坚持按自己的建议办。由于没法达成一致的意见，其他弟兄姐妹将求助者告到了法院，最终求助者败诉。求助者不服，提出上诉，但最终还是败了官司。求助者非常生气，因血压高住进医院。兄弟姐妹不来看他反而认为他不讲理，妻子、孩子觉得他无能。面对法院判决，他觉得法院不公平，认为自己输得很窝囊，觉得很无奈，很无助。出院后兄弟姐妹要求求助者执行法院的判决，但求助者无论如何也接受不了，他根本不想这样做，但不办可能面临再次起诉或强制执行。求助者曾经想过一些方法来化解矛盾，但起不到根本的作用。随着时间的推移，求助者的烦恼越来越强烈。求助者恨自己无能，很想摆脱苦恼，但根本无法摆脱，内心非常痛苦。现在求助者每天硬着头皮出车，不与兄弟姐妹来往，疲于应付父母，朋友、同事间的来往，能推就推。经常觉得头晕、心慌、憋气，乏力，没有胃口，经常借酒消愁，晚上经常失眠，有时就是睡着了第二天也觉得很累。求助者感觉自己就像丢了魂，总是高兴不起来，对什么都不感兴趣，时常莫名其妙地发脾气。想通过心理咨询解决这些问题。
心理咨询师观察了解到的情况：求助者父母是农民，家教比较传统，家中经济条件不好。从小懂事听话。以往工作勤奋努力，人际关系良好，但对金钱看得较重。】
**请仔细阅读上述个人信息和心理咨询内容，并根据上述信息，站在一名专业心理咨询师的角度对下面的问题进行解答。回答时请紧扣题目，不要偏题**。
**问题**：4．请分析该求助者产生心理问题的原因。（10分）
你的解答是（仅回复你对这个问题的回答）：",1）生物原因（1分）：本案例中未见明显生物学原因。（1分）2）社会原因（1分）①家教传统。（1分）②被告上法院败诉。（1分）③缺乏有效的社会支持系统。（1分）3）心理原因（1分）①认为自己无能。（1分）②认为兄弟姐妹不该和自己挣房产。（0.5分）③认为法院不讲理。（0.5分）④缺乏积极、合理、有效的行为模式。（0.5分）⑤看重金钱。（0.5分）
13,2.5,"**说明**：你是一位专业的心理咨询助手，拥有丰富的心理学知识和心理咨询经验。现在有一道心理咨询背景下的案例分析题，需要你利用自己的心理学知识以及心理咨询经验进行解答。
**求助者的个人信息如下**：【求助者，男性，51岁，汉族，已婚，出租车司机。】
**心理咨询内容如下**：【求助者是家中长子，弟兄姐妹5人，弟妹们婚后纷纷搬出老宅子单过，有的还迁走了户口。求助者始终与父母同住，赡养老人。虽然家庭经济条件一般，但日子过得很平静。三年前村镇改造，家中分得三套房子和三百多万元补偿款。父母委托求助者办理房子和钱的分配事宜，求助者建议房子一套给父母，一套自己居住，一套给没有房子的三弟住，补偿款5个子女均分。但户口没迁走的弟妹也要求分得房子，而户口已经迁走的弟妹话里话外的意思也是房子要均分。有人提出，房子只有三套，确实没法均分，但应该由获得房产的人给其他兄弟姐妹货币补偿。求助者认为弟妹们见钱眼开，自己辛辛苦苦照顾父母，他们实在不该和自己争房产，为此很生气，坚持按自己的建议办。由于没法达成一致的意见，其他弟兄姐妹将求助者告到了法院，最终求助者败诉。求助者不服，提出上诉，但最终还是败了官司。求助者非常生气，因血压高住进医院。兄弟姐妹不来看他反而认为他不讲理，妻子、孩子觉得他无能。面对法院判决，他觉得法院不公平，认为自己输得很窝囊，觉得很无奈，很无助。出院后兄弟姐妹要求求助者执行法院的判决，但求助者无论如何也接受不了，他根本不想这样做，但不办可能面临再次起诉或强制执行。求助者曾经想过一些方法来化解矛盾，但起不到根本的作用。随着时间的推移，求助者的烦恼越来越强烈。求助者恨自己无能，很想摆脱苦恼，但根本无法摆脱，内心非常痛苦。现在求助者每天硬着头皮出车，不与兄弟姐妹来往，疲于应付父母，朋友、同事间的来往，能推就推。经常觉得头晕、心慌、憋气，乏力，没有胃口，经常借酒消愁，晚上经常失眠，有时就是睡着了第二天也觉得很累。求助者感觉自己就像丢了魂，总是高兴不起来，对什么都不感兴趣，时常莫名其妙地发脾气。想通过心理咨询解决这些问题。
心理咨询师观察了解到的情况：求助者父母是农民，家教比较传统，家中经济条件不好。从小懂事听话。以往工作勤奋努力，人际关系良好，但对金钱看得较重。】
**请仔细阅读上述个人信息和心理咨询内容，并根据上述信息，站在一名专业心理咨询师的角度对下面的问题进行解答。回答时请紧扣题目，不要偏题**。
**问题**：5．咨询师使用生物反馈训练帮助求助者，请说出生物反馈法的原理。（10分）
你的解答是（仅回复你对这个问题的回答）：",生物反馈法是通过现代电子仪器（2分），将个体在通常情况下不能意识到的体内生理功能予以描记（2分），并转换为数据、图形或声、光等反馈信号（2分），让求助者根据反馈信号的变化在咨询师的指导下有意识地通过呼吸、冥想等方法（2分），了解并学习调节自己体内不随意的内脏机能及其他躯体机能（2分），达到防治疾病的目的。
14,2.6,"**说明**：你是一位专业的心理咨询助手，拥有丰富的心理学知识和心理咨询经验。现在有一道心理咨询背景下的案例分析题，需要你利用自己的心理学知识以及心理咨询经验进行解答。
**求助者的个人信息如下**：【求助者，男性，51岁，汉族，已婚，出租车司机。】
**心理咨询内容如下**：【求助者是家中长子，弟兄姐妹5人，弟妹们婚后纷纷搬出老宅子单过，有的还迁走了户口。求助者始终与父母同住，赡养老人。虽然家庭经济条件一般，但日子过得很平静。三年前村镇改造，家中分得三套房子和三百多万元补偿款。父母委托求助者办理房子和钱的分配事宜，求助者建议房子一套给父母，一套自己居住，一套给没有房子的三弟住，补偿款5个子女均分。但户口没迁走的弟妹也要求分得房子，而户口已经迁走的弟妹话里话外的意思也是房子要均分。有人提出，房子只有三套，确实没法均分，但应该由获得房产的人给其他兄弟姐妹货币补偿。求助者认为弟妹们见钱眼开，自己辛辛苦苦照顾父母，他们实在不该和自己争房产，为此很生气，坚持按自己的建议办。由于没法达成一致的意见，其他弟兄姐妹将求助者告到了法院，最终求助者败诉。求助者不服，提出上诉，但最终还是败了官司。求助者非常生气，因血压高住进医院。兄弟姐妹不来看他反而认为他不讲理，妻子、孩子觉得他无能。面对法院判决，他觉得法院不公平，认为自己输得很窝囊，觉得很无奈，很无助。出院后兄弟姐妹要求求助者执行法院的判决，但求助者无论如何也接受不了，他根本不想这样做，但不办可能面临再次起诉或强制执行。求助者曾经想过一些方法来化解矛盾，但起不到根本的作用。随着时间的推移，求助者的烦恼越来越强烈。求助者恨自己无能，很想摆脱苦恼，但根本无法摆脱，内心非常痛苦。现在求助者每天硬着头皮出车，不与兄弟姐妹来往，疲于应付父母，朋友、同事间的来往，能推就推。经常觉得头晕、心慌、憋气，乏力，没有胃口，经常借酒消愁，晚上经常失眠，有时就是睡着了第二天也觉得很累。求助者感觉自己就像丢了魂，总是高兴不起来，对什么都不感兴趣，时常莫名其妙地发脾气。想通过心理咨询解决这些问题。
心理咨询师观察了解到的情况：求助者父母是农民，家教比较传统，家中经济条件不好。从小懂事听话。以往工作勤奋努力，人际关系良好，但对金钱看得较重。】
**请仔细阅读上述个人信息和心理咨询内容，并根据上述信息，站在一名专业心理咨询师的角度对下面的问题进行解答。回答时请紧扣题目，不要偏题**。
**问题**：6．咨询师在本案例中使用了认知行为疗法，请简述该疗法的主要特点。（10分）
你的解答是（仅回复你对这个问题的回答）：",1）求助者和咨询师是合作关系。（3分）2）假设心理痛苦在很大程度上是认知过程发生机能障碍的结果。（3分）3）强调认知改变，从而产生情感与行为方面的改变。（3分）4）通常是一种针对具体的和结构性的目标问题的短期和教育性的治疗。（1分）
15,2.7,"**说明**：你是一位专业的心理咨询助手，拥有丰富的心理学知识和心理咨询经验。现在有一道心理咨询背景下的案例分析题，需要你利用自己的心理学知识以及心理咨询经验进行解答。
**求助者的个人信息如下**：【求助者，男性，51岁，汉族，已婚，出租车司机。】
**心理咨询内容如下**：【求助者是家中长子，弟兄姐妹5人，弟妹们婚后纷纷搬出老宅子单过，有的还迁走了户口。求助者始终与父母同住，赡养老人。虽然家庭经济条件一般，但日子过得很平静。三年前村镇改造，家中分得三套房子和三百多万元补偿款。父母委托求助者办理房子和钱的分配事宜，求助者建议房子一套给父母，一套自己居住，一套给没有房子的三弟住，补偿款5个子女均分。但户口没迁走的弟妹也要求分得房子，而户口已经迁走的弟妹话里话外的意思也是房子要均分。有人提出，房子只有三套，确实没法均分，但应该由获得房产的人给其他兄弟姐妹货币补偿。求助者认为弟妹们见钱眼开，自己辛辛苦苦照顾父母，他们实在不该和自己争房产，为此很生气，坚持按自己的建议办。由于没法达成一致的意见，其他弟兄姐妹将求助者告到了法院，最终求助者败诉。求助者不服，提出上诉，但最终还是败了官司。求助者非常生气，因血压高住进医院。兄弟姐妹不来看他反而认为他不讲理，妻子、孩子觉得他无能。面对法院判决，他觉得法院不公平，认为自己输得很窝囊，觉得很无奈，很无助。出院后兄弟姐妹要求求助者执行法院的判决，但求助者无论如何也接受不了，他根本不想这样做，但不办可能面临再次起诉或强制执行。求助者曾经想过一些方法来化解矛盾，但起不到根本的作用。随着时间的推移，求助者的烦恼越来越强烈。求助者恨自己无能，很想摆脱苦恼，但根本无法摆脱，内心非常痛苦。现在求助者每天硬着头皮出车，不与兄弟姐妹来往，疲于应付父母，朋友、同事间的来往，能推就推。经常觉得头晕、心慌、憋气，乏力，没有胃口，经常借酒消愁，晚上经常失眠，有时就是睡着了第二天也觉得很累。求助者感觉自己就像丢了魂，总是高兴不起来，对什么都不感兴趣，时常莫名其妙地发脾气。想通过心理咨询解决这些问题。
心理咨询师观察了解到的情况：求助者父母是农民，家教比较传统，家中经济条件不好。从小懂事听话。以往工作勤奋努力，人际关系良好，但对金钱看得较重。】
**请仔细阅读上述个人信息和心理咨询内容，并根据上述信息，站在一名专业心理咨询师的角度对下面的问题进行解答。回答时请紧扣题目，不要偏题**。
**问题**：7．如果咨询师在咨询中使用求助者中心疗法，在表达无条件积极关注方面，咨询师的态度应该包括哪些？（10分）
你的解答是（仅回复你对这个问题的回答）：",1）从求助者的人性和发展的潜力这一基础上而对他尊重。（2分）2）承诺与求助者一起努力。（2分）3）把求助者作为一个独特的个体予以支持，并帮助他们发展这种独特性。（2分）4）相信求助者有自我导向的潜力。（2分）5）相信求助者是能够做出改变的。（2分）
16,2.8,"**说明**：你是一位专业的心理咨询助手，拥有丰富的心理学知识和心理咨询经验。现在有一道心理咨询背景下的案例分析题，需要你利用自己的心理学知识以及心理咨询经验进行解答。
**求助者的个人信息如下**：【求助者，男性，51岁，汉族，已婚，出租车司机。】
**心理咨询内容如下**：【求助者是家中长子，弟兄姐妹5人，弟妹们婚后纷纷搬出老宅子单过，有的还迁走了户口。求助者始终与父母同住，赡养老人。虽然家庭经济条件一般，但日子过得很平静。三年前村镇改造，家中分得三套房子和三百多万元补偿款。父母委托求助者办理房子和钱的分配事宜，求助者建议房子一套给父母，一套自己居住，一套给没有房子的三弟住，补偿款5个子女均分。但户口没迁走的弟妹也要求分得房子，而户口已经迁走的弟妹话里话外的意思也是房子要均分。有人提出，房子只有三套，确实没法均分，但应该由获得房产的人给其他兄弟姐妹货币补偿。求助者认为弟妹们见钱眼开，自己辛辛苦苦照顾父母，他们实在不该和自己争房产，为此很生气，坚持按自己的建议办。由于没法达成一致的意见，其他弟兄姐妹将求助者告到了法院，最终求助者败诉。求助者不服，提出上诉，但最终还是败了官司。求助者非常生气，因血压高住进医院。兄弟姐妹不来看他反而认为他不讲理，妻子、孩子觉得他无能。面对法院判决，他觉得法院不公平，认为自己输得很窝囊，觉得很无奈，很无助。出院后兄弟姐妹要求求助者执行法院的判决，但求助者无论如何也接受不了，他根本不想这样做，但不办可能面临再次起诉或强制执行。求助者曾经想过一些方法来化解矛盾，但起不到根本的作用。随着时间的推移，求助者的烦恼越来越强烈。求助者恨自己无能，很想摆脱苦恼，但根本无法摆脱，内心非常痛苦。现在求助者每天硬着头皮出车，不与兄弟姐妹来往，疲于应付父母，朋友、同事间的来往，能推就推。经常觉得头晕、心慌、憋气，乏力，没有胃口，经常借酒消愁，晚上经常失眠，有时就是睡着了第二天也觉得很累。求助者感觉自己就像丢了魂，总是高兴不起来，对什么都不感兴趣，时常莫名其妙地发脾气。想通过心理咨询解决这些问题。
心理咨询师观察了解到的情况：求助者父母是农民，家教比较传统，家中经济条件不好。从小懂事听话。以往工作勤奋努力，人际关系良好，但对金钱看得较重。】
**请仔细阅读上述个人信息和心理咨询内容，并根据上述信息，站在一名专业心理咨询师的角度对下面的问题进行解答。回答时请紧扣题目，不要偏题**。
**问题**：8．在本案例的咨询过程中，咨询师在倾听上应该注意什么？（16分）
你的解答是（仅回复你对这个问题的回答）：",1）倾听是在接纳的基础上，积极地听、认真地听、关注地听，并在倾听时适度参与。2）避免打断求助者，做道德或正确的判断。（1.5分）3）避免急于下结论。（1.5分）4）避免轻视求助者的问题。（1.5分）5）避免干扰、转移求助者的话题。（1.5分）
17,3.1,"**说明**：你是一位专业的心理咨询助手，拥有丰富的心理学知识和心理咨询经验。现在有一道心理咨询背景下的案例分析题，需要你利用自己的心理学知识以及心理咨询经验进行解答。
**求助者的个人信息如下**：【求助者， 男性， 26 岁， 硕士毕业， 公务员， 未婚。】
**心理咨询内容如下**：【求助者硕士毕业后顺利考入某国家机关。他觉得工作来之不易， 应该好好努力， 以图将来有好的发展。因工作勤奋， 受到领导和同事的好评。但1 年多来， 总是觉得脖子僵硬， 有时颈部肌肉抽搐， 伴双上肢无力， 持物不稳。为此到多家医院反复检查， 甚至曾经专门住院检查， 但均没有发现明显器质性病变， 医生也觉得无法用医学解释他的症状。求助者认为自己病得很严重， 非常担心自己的身体， 担心自己的工作， 担心领导同事对他有看法。内心紧张， 情绪低落， 没有心情谈恋爱和工作。领导和同事们关心他， 他担心别人可能是怀疑他装病。他担心因为身体的原因被调离， 觉得那简直就是灭顶之灾！ 最近半年多来还出现了心慌、头痛、没有胃口、晚上入睡困难等症状， 工作上也出现了较多的失误。求助者非常苦恼， 不想上班， 借故不参加同学、老乡的聚会。春节时以工作忙为借口， 没有回老家看望父母。在朋友的极力劝说下， 前来咨询。心理咨询师观察了解到的情况： 求助者家境一般， 但家教严格， 从小做事循规蹈矩， 追求完美， 几乎没有冒过险。考入国家机关的事曾在家乡引起轰动， 父母对他更是寄予了厚望， 他自感责任很重， 压力很大。求助者为人忠厚， 人际关系良好， 从未谈过恋爱。自幼身体健康， 自称没有疾病史、外伤史， 也没有明显的经济压力。】
**请仔细阅读上述个人信息和心理咨询内容，并根据上述信息，站在一名专业心理咨询师的角度对下面的问题进行解答。回答时请紧扣题目，不要偏题**。
**问题**：1．对该求助者可以考虑哪些诊断？ （20 分）
你的解答是（仅回复你对这个问题的回答）：",(1) 疑病性神经症。（10 分）2） 焦虑性神经症。（7 分）3） 人格障碍。（3 分）
18,3.2,"**说明**：你是一位专业的心理咨询助手，拥有丰富的心理学知识和心理咨询经验。现在有一道心理咨询背景下的案例分析题，需要你利用自己的心理学知识以及心理咨询经验进行解答。
**求助者的个人信息如下**：【求助者， 男性， 26 岁， 硕士毕业， 公务员， 未婚。】
**心理咨询内容如下**：【求助者硕士毕业后顺利考入某国家机关。他觉得工作来之不易， 应该好好努力， 以图将来有好的发展。因工作勤奋， 受到领导和同事的好评。但1 年多来， 总是觉得脖子僵硬， 有时颈部肌肉抽搐， 伴双上肢无力， 持物不稳。为此到多家医院反复检查， 甚至曾经专门住院检查， 但均没有发现明显器质性病变， 医生也觉得无法用医学解释他的症状。求助者认为自己病得很严重， 非常担心自己的身体， 担心自己的工作， 担心领导同事对他有看法。内心紧张， 情绪低落， 没有心情谈恋爱和工作。领导和同事们关心他， 他担心别人可能是怀疑他装病。他担心因为身体的原因被调离， 觉得那简直就是灭顶之灾！ 最近半年多来还出现了心慌、头痛、没有胃口、晚上入睡困难等症状， 工作上也出现了较多的失误。求助者非常苦恼， 不想上班， 借故不参加同学、老乡的聚会。春节时以工作忙为借口， 没有回老家看望父母。在朋友的极力劝说下， 前来咨询。心理咨询师观察了解到的情况： 求助者家境一般， 但家教严格， 从小做事循规蹈矩， 追求完美， 几乎没有冒过险。考入国家机关的事曾在家乡引起轰动， 父母对他更是寄予了厚望， 他自感责任很重， 压力很大。求助者为人忠厚， 人际关系良好， 从未谈过恋爱。自幼身体健康， 自称没有疾病史、外伤史， 也没有明显的经济压力。】
**请仔细阅读上述个人信息和心理咨询内容，并根据上述信息，站在一名专业心理咨询师的角度对下面的问题进行解答。回答时请紧扣题目，不要偏题**。
**问题**：2．在摄入性谈话阶段， 确定会谈内容及范围所依据的参考点有哪些？ （10 分）
你的解答是（仅回复你对这个问题的回答）：",(1) 求助者主动提出的求助内容。（3 分）2） 心理咨询师在初诊接待中观察到的疑点。（3 分）3） 心理咨询师依据心理测评结果的初步分析发现的问题。（2 分）4） 上级心理咨询师为进一步诊断而下达的会谈目标。（2 分）
19,3.3,"**说明**：你是一位专业的心理咨询助手，拥有丰富的心理学知识和心理咨询经验。现在有一道心理咨询背景下的案例分析题，需要你利用自己的心理学知识以及心理咨询经验进行解答。
**求助者的个人信息如下**：【求助者， 男性， 26 岁， 硕士毕业， 公务员， 未婚。】
**心理咨询内容如下**：【求助者硕士毕业后顺利考入某国家机关。他觉得工作来之不易， 应该好好努力， 以图将来有好的发展。因工作勤奋， 受到领导和同事的好评。但1 年多来， 总是觉得脖子僵硬， 有时颈部肌肉抽搐， 伴双上肢无力， 持物不稳。为此到多家医院反复检查， 甚至曾经专门住院检查， 但均没有发现明显器质性病变， 医生也觉得无法用医学解释他的症状。求助者认为自己病得很严重， 非常担心自己的身体， 担心自己的工作， 担心领导同事对他有看法。内心紧张， 情绪低落， 没有心情谈恋爱和工作。领导和同事们关心他， 他担心别人可能是怀疑他装病。他担心因为身体的原因被调离， 觉得那简直就是灭顶之灾！ 最近半年多来还出现了心慌、头痛、没有胃口、晚上入睡困难等症状， 工作上也出现了较多的失误。求助者非常苦恼， 不想上班， 借故不参加同学、老乡的聚会。春节时以工作忙为借口， 没有回老家看望父母。在朋友的极力劝说下， 前来咨询。心理咨询师观察了解到的情况： 求助者家境一般， 但家教严格， 从小做事循规蹈矩， 追求完美， 几乎没有冒过险。考入国家机关的事曾在家乡引起轰动， 父母对他更是寄予了厚望， 他自感责任很重， 压力很大。求助者为人忠厚， 人际关系良好， 从未谈过恋爱。自幼身体健康， 自称没有疾病史、外伤史， 也没有明显的经济压力。】
**请仔细阅读上述个人信息和心理咨询内容，并根据上述信息，站在一名专业心理咨询师的角度对下面的问题进行解答。回答时请紧扣题目，不要偏题**。
**问题**：3．请分析该求助者产生心理问题的主要原因。（10 分）
你的解答是（仅回复你对这个问题的回答）：",(1) 生物学原因（1 分）自幼身体健康， 虽出现躯体症状， 但无器质性疾病。（1 分）2） 社会性原因（1 分）①家教严格， 父母寄予厚望。（1 分）②诱发事件： 一年多来出现躯体症状。（1 分）3） 心理学原因（1 分）①从小循规蹈矩， 追求完美。（2 分）②认为自己的病很严重， 非常担心自己的身体。（1 分）③担心自己的工作， 担心领导同事对他有看法， 担心别人怀疑自己装病。（1 分）
20,3.4,"**说明**：你是一位专业的心理咨询助手，拥有丰富的心理学知识和心理咨询经验。现在有一道心理咨询背景下的案例分析题，需要你利用自己的心理学知识以及心理咨询经验进行解答。
**求助者的个人信息如下**：【求助者， 男性， 26 岁， 硕士毕业， 公务员， 未婚。】
**心理咨询内容如下**：【求助者硕士毕业后顺利考入某国家机关。他觉得工作来之不易， 应该好好努力， 以图将来有好的发展。因工作勤奋， 受到领导和同事的好评。但1 年多来， 总是觉得脖子僵硬， 有时颈部肌肉抽搐， 伴双上肢无力， 持物不稳。为此到多家医院反复检查， 甚至曾经专门住院检查， 但均没有发现明显器质性病变， 医生也觉得无法用医学解释他的症状。求助者认为自己病得很严重， 非常担心自己的身体， 担心自己的工作， 担心领导同事对他有看法。内心紧张， 情绪低落， 没有心情谈恋爱和工作。领导和同事们关心他， 他担心别人可能是怀疑他装病。他担心因为身体的原因被调离， 觉得那简直就是灭顶之灾！ 最近半年多来还出现了心慌、头痛、没有胃口、晚上入睡困难等症状， 工作上也出现了较多的失误。求助者非常苦恼， 不想上班， 借故不参加同学、老乡的聚会。春节时以工作忙为借口， 没有回老家看望父母。在朋友的极力劝说下， 前来咨询。心理咨询师观察了解到的情况： 求助者家境一般， 但家教严格， 从小做事循规蹈矩， 追求完美， 几乎没有冒过险。考入国家机关的事曾在家乡引起轰动， 父母对他更是寄予了厚望， 他自感责任很重， 压力很大。求助者为人忠厚， 人际关系良好， 从未谈过恋爱。自幼身体健康， 自称没有疾病史、外伤史， 也没有明显的经济压力。】
**请仔细阅读上述个人信息和心理咨询内容，并根据上述信息，站在一名专业心理咨询师的角度对下面的问题进行解答。回答时请紧扣题目，不要偏题**。
**问题**：4．心理咨询师根据自己的常识判断求助者的心理出现了问题， 但求助者根本不认可，在这种情况下， 如何通过尊重构建良好的咨询关系？ （15 分）
你的解答是（仅回复你对这个问题的回答）：","(1) 尊重就是心理咨询师在价值、尊严、人格等方面与求助者平等， 把求助者作为有思想感情、内心体验、生活追求和独立性与自主性的活生生的人去看待。（2 分） 尊重既是建立良好咨询关系的基础， 也是建立良好咨询关系的重要内容。（1 分）2） 咨询师恰当地向求助者表达尊重， 应着重理解和掌握：①尊重意味着咨询师对求助者无条件的接纳。（2 分）②尊重意味着平等。（2 分）③尊重意味着礼貌。（2 分）④尊重意味着信任。（2 分）⑤尊重意味着保护隐私。（2 分）⑥尊重意味着真诚。（2 分）


5. 咨询师决定采用认知行为疗法帮助求助者， 认知行为疗法的原理及特点是什么？ （15
分）
答案：(1) 认知行为治疗是一组通过改变思维和行为的方法来改变不良认知， 达到消除不良情绪和行为的短程的心理治疗方法。（5 分）2） 认知行为疗法具有以下特点：①求助者和咨询师是合作关系。（2 分）②假设心理痛苦在很大程度上是认知过程发生机能障碍的结果。（3 分）③强调改变认知， 从而产生情感与行为方面的改变。（3 分）通常是一种针对具体的和结构性的目标问题的短期和教育性的治疗。（2 分）"
