,题号,模型答案,正确答案
425,36.1,B,D
426,36.2,A,AC
427,36.3,D,A
428,36.4,C,C
429,36.5,A,A
430,36.6,D,D
431,36.7,ABD,ABD
432,36.8,C,B
433,36.9,D,A
434,36.10,B,C
435,37.1,BD,BD
436,37.2,B,D
437,37.3,C,D
438,37.4,B,B
439,37.5,ABD,ABD
440,37.6,B,C
441,37.7,D,C
442,37.8,ACD,ACD
443,37.9,D,D
444,37.10,B,B
445,38.1,A,D
446,38.2,B,C
447,38.3,B,B
448,38.4,BCD,ABCD
449,38.5,C,B
450,39.1,A,ACD
451,39.2,CD,AC
452,39.3,D,D
453,39.4,BC,ABC
454,39.5,B,A
455,39.6,BC,BC
456,39.7,E,ABD
457,39.8,ABCD,ABCD
458,39.9,ABD,BC
459,39.10,BC,BD
460,39.11,B,B
461,39.12,D,A
462,40.1,A,CD
463,40.2,A,ACD
464,40.3,A,C
465,40.4,B,C
466,40.5,B,B
467,40.6,ABCD,ACD
468,40.7,B,B
469,40.8,ACD,AC
470,40.9,C,C
471,40.10,ABD,AD
472,40.11,BC,ABC
473,41.1,A,BC
474,41.2,B,ABC
475,41.3,B,A
476,41.4,B,C
477,41.5,B,B
478,41.6,A,ABCD
479,41.7,BD,AD
480,41.8,B,D
481,41.9,C,B
482,41.10,B,AC
483,41.11,B,ACD
484,42.1,B,D
485,42.2,A,ACD
486,42.3,D,ABCD
487,42.4,BC,ABD
488,42.5,B,C
489,42.6,D,C
490,42.7,B,B
491,42.8,BC,ABC
492,42.9,ABC,AC
493,42.10,B,BC
494,42.11,C,ABCD
495,43.1,C,C
496,43.2,C,C
497,43.3,C,C
498,43.4,ABCD,ABCD
499,43.5,A,ACD
500,43.6,B,B
501,43.7,D,A
502,43.8,C,C
503,43.9,ACD,ACD
504,43.10,B,C
505,43.11,A,ACD
506,44.1,B,B
507,44.2,ABCD,AC
508,44.3,BCD,AC
509,44.4,BCD,BD
510,44.5,B,B
511,44.6,A,BC
512,44.7,A,ACD
513,44.8,ACD,ACD
514,44.9,C,C
515,44.10,D,D
516,45.1,B,AB
517,45.2,A,ABCD
518,45.3,B,BCD
519,45.4,C,BCD
520,45.5,A,ABCD
521,45.6,A,CD
522,45.7,B,A
523,45.8,C,A
524,45.9,ABD,ABD
525,45.10,BD,ABC
526,45.11,ABD,ABCD
527,45.12,A,ABC
528,45.13,CD,BC
529,45.14,D,C
530,45.15,BC,BCD
531,46.1,C,AC
532,46.2,B,C
533,46.3,B,B
534,46.4,A,A
535,46.5,ACD,ABC
536,46.6,ABCD,ABD
537,46.7,ABCD,ABD
538,46.8,ABC,BC
539,46.9,C,AC
540,46.10,ABD,ABD
541,46.11,B,D
542,46.12,C,ABCD
543,47.1,D,A
544,47.2,D,D
545,47.3,ABD,ABD
546,47.4,ABD,ABD
547,47.5,ABCD,ABC
548,47.6,B,C
549,47.7,BCD,BCD
550,47.8,ACD,AD
551,47.9,B,D
552,47.10,D,C
553,47.11,D,D
554,47.12,C,B
555,48.1,ABD,AD
556,48.2,A,AB
557,48.3,ABCD,BD
558,48.4,ABCD,AB
559,48.5,B,B
560,48.6,BD,BD
561,48.7,BCD,ABCD
562,48.8,A,ABC
563,48.9,C,AB
564,48.10,A,AD
565,48.11,B,B
566,48.12,A,ABCD
567,49.1,B,B
568,49.2,AC,AC
569,49.3,D,A
570,49.4,ABCD,ABD
571,49.5,ACD,ABCD
572,49.6,B,C
573,49.7,E,BC
574,49.8,B,B
575,49.9,D,CD
576,49.10,BD,ABC
577,49.11,E,ABD
578,49.12,A,BC
579,50.1,B,BCD
580,50.2,ABCD,AC
581,50.3,B,B
582,50.4,B,A
583,50.5,B,D
584,50.6,AB,AC
585,50.7,B,B
586,50.8,ABD,BD
587,50.9,B,B
588,50.10,AC,AC
589,50.11,AB,ABD
590,51.1,A,A
591,51.2,AB,AB
592,51.3,B,A
593,51.4,C,C
594,51.5,D,C
595,51.6,B,BCD
596,51.7,A,AB
597,51.8,CD,AC
598,51.9,ABD,ABD
599,51.10,B,A
600,51.11,A,D
601,51.12,B,B
602,51.13,A,ABC
603,51.14,AB,AB
604,51.15,CD,ABCD
605,51.16,ABD,ABD
606,51.17,B,C
607,51.18,BD,ABCD
608,52.1,A,D
609,52.2,B,B
610,52.3,B,A
611,52.4,A,C
612,52.5,C,C
613,52.6,A,ABD
614,52.7,D,D
615,52.8,C,BC
616,52.9,A,A
617,52.10,A,ABC
618,53.1,C,CD
619,53.2,B,B
620,53.3,C,C
621,53.4,B,B
622,53.5,A,BC
623,53.6,A,ABCD
624,53.7,B,AB
625,53.8,D,D
626,53.9,B,A
627,53.10,ACD,ABCD
628,54.1,ACD,AD
629,54.2,BCD,BD
630,54.3,BCD,BD
631,54.4,B,B
632,54.5,BCD,ABC
633,54.6,B,B
634,54.7,A,ABCD
635,54.8,A,A
636,54.9,B,A
637,54.10,ACD,ABCD
638,55.1,C,BD
639,55.2,A,AC
640,55.3,D,A
641,55.4,C,BC
642,55.5,D,AD
643,55.6,B,A
644,55.7,BD,BD
645,55.8,B,B
646,56.1,AC,AC
647,56.2,A,A
648,56.3,ABD,ABD
649,56.4,B,BCD
650,56.5,A,AB
651,56.6,B,B
652,56.7,BCD,BC
653,56.8,A,D
654,56.9,BD,ABC
655,56.10,ACD,ABCD
656,57.1,A,BD
657,57.2,A,AD
658,57.3,B,B
659,57.4,BC,BC
660,57.5,AC,CD
661,57.6,D,D
662,57.7,D,D
663,57.8,C,C
664,57.9,ABD,ABC
665,58.1,B,AB
666,58.2,B,A
667,58.3,ABC,ABC
668,58.4,A,ACD
669,58.5,A,AC
670,58.6,B,B
671,58.7,C,B
672,58.8,C,AC
673,58.9,A,ABC
674,58.10,B,A
675,58.11,D,C
676,58.12,ABC,ABC
677,58.13,C,ABD
678,58.14,C,D
679,58.15,A,BD
680,58.16,A,ACD
681,58.17,C,A
682,59.1,ACD,CD
683,59.2,D,B
684,59.3,A,C
685,59.4,B,B
686,59.5,D,A
687,59.6,AB,ABCD
688,59.7,BD,ABC
689,59.8,BCD,CD
690,60.1,C,ABD
691,60.2,D,AD
692,60.3,A,BD
693,60.4,A,D
694,60.5,A,BCD
695,60.6,B,C
696,60.7,BC,AB
697,61.1,B,B
698,61.2,ABD,AD
699,61.3,ABC,ABCD
700,61.4,BD,BCD
701,61.5,B,B
702,61.6,ABCD,ACD
703,61.7,BC,BC
704,61.8,B,C
705,61.9,ACD,ABCD
706,62.1,B,C
707,62.2,C,C
708,62.3,C,C
709,62.4,D,B
710,62.5,A,AD
711,62.6,B,D
712,62.7,BC,AB
713,62.8,AC,AC
714,62.9,ABC,AD
715,62.10,B,B
716,62.11,D,B
717,62.12,CD,AB
718,62.13,B,B
719,62.14,D,C
720,63.1,C,BCD
721,63.2,D,AD
722,63.3,A,AB
723,63.4,B,C
724,63.5,A,C
725,63.6,ACD,BD
726,63.7,AD,ABD
727,63.8,A,A
728,64.1,A,AB
729,64.2,B,BC
730,64.3,D,D
731,64.4,B,B
732,64.5,B,B
733,64.6,D,ABC
734,64.7,B,ABC
735,64.8,ABCD,AC
736,64.9,D,ABCD
737,64.10,D,D
738,65.1,B,A
739,65.2,BD,AB
740,65.3,B,B
741,65.4,A,ACD
742,65.5,D,A
743,65.6,A,A
744,65.7,A,ABCD
745,66.1,B,C
746,66.2,B,A
747,66.3,A,AB
748,66.4,ABC,AC
749,66.5,D,BD
750,66.6,ABD,ABCD
751,66.7,E,BCD
752,66.8,B,B
753,66.9,B,B
754,67.1,C,ABC
755,67.2,A,BC
756,67.3,A,C
757,67.4,ABC,ACD
758,67.5,BCD,BCD
759,67.6,B,BD
760,67.7,ABCD,ABD
761,67.8,C,BCD
762,67.9,C,C
763,67.10,A,ABCD
764,67.11,B,B
765,67.12,ABD,AD
766,67.13,B,ABD
767,67.14,A,AD
768,67.15,B,C
769,67.16,ACD,AB
770,67.17,ABC,ABC
771,67.18,A,D
772,67.19,CD,ABCD
773,67.20,ACD,ACD
774,68.1,B,B
775,68.2,B,BC
776,68.3,D,D
777,68.4,A,CD
778,68.5,A,BD
779,68.6,A,ABC
780,68.7,A,A
781,68.8,C,C
782,68.9,A,ACD
783,68.10,BCD,BD
784,68.11,A,AC
785,68.12,BCD,BCD
786,69.1,C,CD
787,69.2,B,BD
788,69.3,BD,BD
789,69.4,ACD,ACD
790,69.5,C,AD
791,69.6,B,B
792,69.7,ACD,ABCD
793,69.8,A,AB
794,70.1,B,D
795,70.2,C,BCD
796,70.3,A,A
797,70.4,ACD,ACD
798,70.5,C,B
799,70.6,CD,CD
800,70.7,B,B
801,70.8,D,AD
802,70.9,C,CD
803,70.10,B,BD
804,70.11,B,ABD
805,70.12,ABCD,ABC
806,71.1,ABCD,ABC
807,71.2,C,C
808,71.3,A,ABD
809,71.4,A,BCD
810,71.5,C,C
811,71.6,C,C
812,71.7,B,B
813,71.8,BCD,ABCD
814,71.9,C,B
815,71.10,B,BC
816,71.11,A,AB
817,71.12,A,ABC
818,71.13,C,B
819,72.1,A,A
820,72.2,C,C
821,72.3,A,A
822,72.4,A,CD
823,72.5,B,B
824,72.6,A,A
825,72.7,C,C
826,72.8,A,AD
827,72.9,D,D
828,72.10,A,ACD
829,72.11,A,AB
830,72.12,D,C
831,72.13,BC,BCD
832,72.14,A,D
833,73.1,B,ACD
834,73.2,AC,AC
835,73.3,CD,CD
836,73.4,A,D
837,73.5,B,B
838,73.6,ABD,BC
839,73.7,D,C
840,73.8,D,BCD
841,73.9,ACD,ACD
842,73.10,A,ABCD
843,73.11,ABD,ABC
844,74.1,A,AD
845,74.2,B,B
846,74.3,E,BCD
847,74.4,BD,AB
848,74.5,A,AC
849,74.6,B,ACD
850,74.7,ACD,ABC
851,74.8,CD,AC
852,74.9,BD,ABCD
853,74.10,A,A
854,75.1,D,ABC
855,75.2,B,B
856,75.3,B,ABC
857,75.4,A,ABC
858,75.5,A,AD
859,75.6,A,AC
860,75.7,B,C
861,75.8,D,D
862,75.9,D,ACD
863,75.10,D,ABC
864,75.11,AC,AC
865,75.12,B,B
866,76.1,C,B
867,76.2,B,D
868,76.3,B,B
869,76.4,B,B
870,76.5,A,BD
871,76.6,D,D
872,76.7,C,C
873,76.8,A,ABCD
874,76.9,B,C
875,77.1,A,AD
876,77.2,B,D
877,77.3,B,B
878,77.4,B,D
879,77.5,A,C
880,77.6,A,ABC
881,77.7,ABD,AD
882,78.1,D,D
883,78.2,B,BD
884,78.3,BCD,ABCD
885,78.4,D,CD
886,78.5,B,A
887,78.6,A,BC
888,78.7,B,B
889,78.8,C,C
890,78.9,C,ABCD
891,78.10,BCD,ABC
892,79.1,BD,BD
893,79.2,A,AC
894,79.3,B,ACD
895,79.4,B,BCD
896,79.5,B,A
897,79.6,B,B
898,79.7,B,D
899,79.8,C,C
900,79.9,BC,BCD
901,79.10,ABC,ABCD
902,80.1,A,A
903,80.2,E,AD
904,80.3,B,B
905,80.4,C,C
906,80.5,C,CD
907,80.6,A,ABCD
908,80.7,ABCD,ABC
909,80.8,ACD,ABD
910,80.9,B,B
911,80.10,B,D
912,81.1,BCD,BCD
913,81.2,A,AB
914,81.3,D,C
915,81.4,A,BC
916,81.5,ABCD,ABC
917,81.6,D,D
918,81.7,C,A
919,81.8,A,AD
920,81.9,ACD,ABC
921,81.10,ABC,ABC
922,81.11,B,A
923,81.12,D,C
924,81.13,B,A
925,81.14,B,A
926,81.15,ABC,BCD
927,82.1,BC,BCD
928,82.2,CD,CD
929,82.3,C,C
930,82.4,B,A
931,82.5,B,D
932,82.6,ABD,BD
933,82.7,AC,AB
934,82.8,B,B
935,82.9,ABD,BD
936,82.10,B,B
937,82.11,ACD,AC
938,82.12,AB,ABD
939,82.13,ACD,ABC
940,82.14,B,D
941,82.15,C,C
942,82.16,B,B
943,82.17,C,A
944,82.18,C,D
945,82.19,B,B
946,82.20,C,C
947,82.21,C,AB
948,83.1,B,B
949,83.2,D,AC
950,83.3,B,A
951,83.4,ABD,ABD
952,83.5,D,C
953,83.6,B,A
954,83.7,C,C
955,83.8,B,B
956,83.9,A,CD
957,83.10,A,ABC
958,83.11,ABCD,ACD
959,83.12,B,B
960,84.1,BC,BC
961,84.2,A,B
962,84.3,A,C
963,84.4,A,D
964,84.5,BCD,ABCD
965,84.6,B,B
966,84.7,B,D
967,84.8,CD,BD
968,84.9,A,AB
969,84.10,BD,ACD
970,84.11,A,AC
971,85.1,ABD,BD
972,85.2,B,B
973,85.3,AC,ACD
974,85.4,A,ACD
975,85.5,B,C
976,85.6,B,B
977,85.7,A,A
978,85.8,BC,BC
979,86.1,B,C
980,86.2,A,AC
981,86.3,C,A
982,86.4,D,B
983,86.5,B,ACD
984,86.6,B,A
985,86.7,ABD,ABD
986,86.8,A,BC
987,87.1,D,D
988,87.2,CD,CD
989,87.3,D,A
990,87.4,B,BC
991,87.5,C,C
992,87.6,A,C
993,87.7,A,ABCD
994,87.8,C,C
995,87.9,D,C
996,87.10,B,B
997,87.11,C,C
998,87.12,BCD,BCD
999,87.13,B,AD
1000,87.14,A,BC
1001,87.15,B,BCD
1002,87.16,C,C
1003,87.17,CD,CD
1004,87.18,D,D
1005,87.19,BCD,AC
1006,87.20,A,AD
1007,87.21,B,C
1008,88.1,A,B
1009,88.2,ABCD,ABCD
1010,88.3,B,D
1011,88.4,A,A
1012,88.5,D,C
1013,88.6,BC,AB
1014,88.7,D,D
1015,88.8,B,ABD
1016,88.9,B,BC
1017,88.10,C,C
1018,89.1,C,CD
1019,89.2,A,ABCD
1020,89.3,A,AC
1021,89.4,B,B
1022,89.5,CD,ABC
1023,89.6,A,BD
1024,89.7,B,A
1025,89.8,C,BC
1026,89.9,D,D
1027,89.10,ACD,ABCD
1028,89.11,A,BCD
1029,89.12,D,C
1030,90.1,A,ACD
1031,90.2,C,C
1032,90.3,ABD,ABD
1033,90.4,B,B
1034,90.5,D,C
1035,90.6,AC,AD
1036,90.7,D,B
1037,90.8,C,C
1038,90.9,ACD,ACD
1039,90.10,A,B
1040,90.11,BC,BC
1041,90.12,B,B
1042,90.13,B,C
1043,90.14,C,B
1044,90.15,ABCD,AB
1045,90.16,A,BC
1046,90.17,C,ACD
1047,90.18,A,A
1048,90.19,A,A
1049,90.20,A,CD
1050,90.21,A,AC
1051,90.22,C,AC
1052,91.1,D,D
1053,91.2,A,A
1054,91.3,ACD,ACD
1055,91.4,C,B
1056,91.5,AC,AB
1057,91.6,AD,AD
1058,91.7,CD,CD
1059,91.8,A,B
1060,92.1,D,D
1061,92.2,D,C
1062,92.3,D,A
1063,92.4,BC,ABCD
1064,92.5,BD,BCD
1065,92.6,B,D
1066,92.7,A,AC
1067,92.8,D,BD
1068,92.9,BCD,ABCD
1069,92.10,A,AB
1070,93.1,B,BC
1071,93.2,C,D
1072,93.3,ABC,ABC
1073,93.4,D,ACD
1074,93.5,A,BC
1075,93.6,A,AB
1076,93.7,A,B
1077,93.8,A,ABD
1078,93.9,A,AC
1079,93.10,B,A
1080,93.11,BCD,BD
1081,93.12,AB,ABCD
1082,94.1,A,AC
1083,94.2,A,AC
1084,94.3,A,C
1085,94.4,ABC,ABCD
1086,94.5,ABD,ABD
1087,94.6,A,B
1088,94.7,C,C
1089,94.8,A,CD
1090,94.9,A,BCD
1091,94.10,BC,BC
1092,94.11,C,A
1093,94.12,A,D
1094,95.1,B,ABD
1095,95.2,ABCD,ABCD
1096,95.3,A,ABC
1097,95.4,A,BCD
1098,95.5,A,AC
1099,95.6,D,A
1100,95.7,B,A
1101,95.8,CD,AD
1102,95.9,A,BCD
1103,95.10,D,C
1104,95.11,D,A
1105,95.12,C,AB
1106,95.13,B,AB
1107,95.14,A,T分．如下：P量表60分，E量表70分，N量表65分，L量表35分，该求助者属于（A
1108,95.15,C,C
1109,95.16,B,BCD
1110,95.17,B,C
1111,96.1,ACD,ACD
1112,96.2,A,AB
1113,96.3,B,BD
1114,96.4,ABC,AC
1115,96.5,A,B
1116,96.6,BCD,BD
1117,96.7,BCD,ABCD
1118,96.8,A,BC
1119,96.9,C,ABC
1120,96.10,A,A
1121,96.11,A,ABCD
1122,97.1,B,AB
1123,97.2,B,BC
1124,97.3,C,C
1125,97.4,C,C
1126,97.5,B,BCD
1127,97.6,BCD,BD
1128,97.7,B,ABC
1129,97.8,B,B
1130,97.9,A,BC
1131,97.10,A,ABC
1132,97.11,BD,BC
1133,97.12,ABD,AB
1134,98.1,B,BCD
1135,98.2,B,D
1136,98.3,AB,AD
1137,98.4,D,D
1138,98.5,D,B
1139,98.6,B,C
1140,98.7,B,C
1141,98.8,C,B
1142,98.9,AC,BC
1143,98.10,A,C
1144,98.11,B,B
1145,98.12,A,ABCD
1146,99.1,AD,AD
1147,99.2,D,B
1148,99.3,D,B
1149,99.4,A,ABD
1150,99.5,BD,AD
1151,99.6,B,C
1152,99.7,A,C
1153,99.8,A,AB
1154,99.9,CD,BC
1155,99.10,ABCD,AC
1156,99.11,A,ACD
1157,99.12,ABCD,ACD
1158,100.1,B,BD
1159,100.2,A,ACD
1160,100.3,A,BCD
1161,100.4,ABCD,ABCD
1162,100.5,A,ABD
1163,100.6,B,B
1164,100.7,C,C
1165,100.8,BD,BD
1166,100.9,A,AC
1167,100.10,B,BCD
1168,,测评最终结果,共100道大题，1167道具体题目。其中，344题完全正确，321题部分正确，486题多选或错选，16题未答或漏答。严格正确率：29.477292202227932%，弹性正确率：42.184101245797855%
